MajorityproteinIDs,Fastaheaders,Score,id,UniProt ID,genesymbol,description,s200,s201,s202,s203,s204,s400,s401,s402,s503,s504,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,sig.PVal,sig.FDR
Q9ESE1,sp|Q9ESE1|LRBA_MOUSE Lipopolysaccharide-responsive and beige-like anchor protein OS=Mus musculus OX=10090 GN=Lrba PE=1 SV=1,14.962,4624,Q9ESE1,Lrba,Lipopolysaccharide-responsive and beige-like anchor protein,12.74730089,12.8735385,12.83428105,12.51511095,12.80220006,13.26116238,12.84048907,12.74553322,12.6545273,12.81708214,-0.10927253,-0.363450732,0.144905673,12.80912255,-0.954534004,-4.770777815,0.361749113,0.999980519,0,0
Q9ESJ0,sp|Q9ESJ0|XPO4_MOUSE Exportin-4 OS=Mus musculus OX=10090 GN=Xpo4 PE=1 SV=2,1.5207,4625,Q9ESJ0,Xpo4,Exportin-4,NA,9.216335515,10.43003442,9.524767557,9.799039874,NA,NA,9.765910311,NA,NA,-0.023365971,-1.162889017,1.116157076,9.747217535,-0.052102462,-4.790609396,0.96038927,0.999980519,0,0
Q9ESJ4,sp|Q9ESJ4|SPN90_MOUSE NCK-interacting protein with SH3 domain OS=Mus musculus OX=10090 GN=Nckipsd PE=1 SV=2,36.765,4626,Q9ESJ4,Nckipsd,NCK-interacting protein with SH3 domain,18.52628229,18.42678426,18.41607604,18.49476959,18.39047214,18.38951736,18.39856783,18.35355276,18.4366047,18.39316994,0.056594347,-0.046423056,0.159611749,18.42257969,1.21831214,-4.609272418,0.250120753,0.999980519,0,0
Q9ESK9,sp|Q9ESK9|RBCC1_MOUSE RB1-inducible coiled-coil protein 1 OS=Mus musculus OX=10090 GN=Rb1cc1 PE=1 SV=3,6.799,4627,Q9ESK9,Rb1cc1,RB1-inducible coiled-coil protein 1,13.70509695,14.1776044,13.78936074,13.95523609,13.73986193,14.20305807,13.91460571,13.94150889,13.84229527,13.87141831,-0.081145231,-0.309737926,0.147447464,13.91400464,-0.787439815,-4.857445361,0.448700184,0.999980519,0,0
Q9ESM3,sp|Q9ESM3|HPLN2_MOUSE Hyaluronan and proteoglycan link protein 2 OS=Mus musculus OX=10090 GN=Hapln2 PE=2 SV=1,2.9905,4628,Q9ESM3,Hapln2,Hyaluronan and proteoglycan link protein 2,15.38419786,14.87717499,15.21528707,15.01333548,15.36812649,14.80007279,14.9272787,15.18723334,14.86675037,15.8942909,0.036499159,-0.412397295,0.485395612,15.1533748,0.180683748,-5.042522622,0.860155055,0.999980519,0,0
Q9ESN4,sp|Q9ESN4|C1QL3_MOUSE Complement C1q-like protein 3 OS=Mus musculus OX=10090 GN=C1ql3 PE=1 SV=1,2.1952,4629,Q9ESN4,C1ql3,Complement C1q-like protein 3,9.463566952,NA,10.07345569,9.509357783,NA,9.2803597,10.29305524,9.03052324,NA,NA,0.147480747,-0.710396,1.005357495,9.608386435,0.41737119,-4.869131929,0.690472759,0.999980519,0,0
Q9ESN6,sp|Q9ESN6|TRIM2_MOUSE Tripartite motif-containing protein 2 OS=Mus musculus OX=10090 GN=Trim2 PE=1 SV=1,78.962,4630,Q9ESN6,Trim2,Tripartite motif-containing protein 2,19.77253634,19.68846496,19.71357013,19.81391241,19.82194688,19.82376555,19.88413789,19.85143288,19.72755249,19.93196749,-0.081685115,-0.202500067,0.039129836,19.8029287,-1.499402942,-4.410540851,0.16360798,0.999980519,0,0
Q9ESN9,sp|Q9ESN9|JIP3_MOUSE C-Jun-amino-terminal kinase-interacting protein 3 OS=Mus musculus OX=10090 GN=Mapk8ip3 PE=1 SV=1,132.34,4631,Q9ESN9,Mapk8ip3,C-Jun-amino-terminal kinase-interacting protein 3,18.12741067,18.27530142,18.24639779,18.22680321,18.27827685,18.31894358,18.24116582,18.19220911,18.34616618,18.30185095,-0.049229142,-0.164613418,0.066155134,18.25545256,-0.946175619,-4.775502023,0.365603091,0.999980519,0,0
Q9ESP1,sp|Q9ESP1|SDF2L_MOUSE Stromal cell-derived factor 2-like protein 1 OS=Mus musculus OX=10090 GN=Sdf2l1 PE=1 SV=2,2.9178,4632,Q9ESP1,Sdf2l1,Stromal cell-derived factor 2-like protein 1,14.96564434,14.52229906,14.59000967,14.63204159,14.97050862,14.82094995,14.61025662,14.90777527,14.65041231,14.3969025,0.058841326,-0.212016927,0.32969958,14.70667999,0.482561993,-4.977767425,0.639564986,0.999980519,0,0
Q9EST4,sp|Q9EST4|PSMG2_MOUSE Proteasome assembly chaperone 2 OS=Mus musculus OX=10090 GN=Psmg2 PE=1 SV=1,5.5202,4633,Q9EST4,Psmg2,Proteasome assembly chaperone 2,10.53123521,11.84550134,12.33452181,11.73152417,11.66665014,11.66129851,11.99891357,11.85246454,11.8393571,12.18182991,-0.28488619,-0.899358285,0.329585904,11.76432963,-1.030271399,-4.727251253,0.326690862,0.999980519,0,0
Q9ESU6;Q8K2F0,sp|Q9ESU6|BRD4_MOUSE Bromodomain-containing protein 4 OS=Mus musculus OX=10090 GN=Brd4 PE=1 SV=2;sp|Q8K2F0|BRD3_MOUSE Bromodomain-containing protein 3 OS=Mus musculus OX=10090 GN=Brd3 PE=1 SV=2,1.762,4634,Q9ESU6,Brd4,Bromodomain-containing protein 4,14.24101431,13.8193272,14.13283371,14.22452206,14.34915333,13.91259195,14.42236715,14.1155694,15.06464127,13.90620542,-0.130904914,-0.600188261,0.338378433,14.21882258,-0.619873711,-4.929928198,0.548936012,0.999980519,0,0
Q9ESW4,"sp|Q9ESW4|AGK_MOUSE Acylglycerol kinase, mitochondrial OS=Mus musculus OX=10090 GN=Agk PE=1 SV=1",37.446,4635,Q9ESW4,Agk,"Acylglycerol kinase, mitochondrial",19.09473212,19.01901573,19.21656782,19.14805144,19.11012175,19.03077329,19.11286148,19.08405083,19.03523146,19.21794312,0.021525739,-0.10447259,0.147524068,19.10693491,0.378869283,-5.00648766,0.712433586,0.999980519,0,0
Q9ESW8,sp|Q9ESW8|PGPI_MOUSE Pyroglutamyl-peptidase 1 OS=Mus musculus OX=10090 GN=Pgpep1 PE=1 SV=1,1.7912,4636,Q9ESW8,Pgpep1,Pyroglutamyl-peptidase 1,13.47233028,13.49955132,13.67299833,13.25675314,13.39232673,13.30690208,13.33725965,13.53362428,13.41550829,13.72886309,-0.005639518,-0.223767524,0.212488488,13.46161172,-0.057345426,-5.052170841,0.955362337,0.999980519,0,0
Q9ESX5,sp|Q9ESX5|DKC1_MOUSE H/ACA ribonucleoprotein complex subunit DKC1 OS=Mus musculus OX=10090 GN=Dkc1 PE=1 SV=4,8.1062,4637,Q9ESX5,Dkc1,H/ACA ribonucleoprotein complex subunit DKC1,15.16699393,15.25277204,15.01364747,15.23032574,15.14586952,15.23040967,15.1700528,15.39417818,15.14751421,14.97262668,-0.021034567,-0.199144671,0.157075537,15.17243903,-0.2619034,-5.030792754,0.798529379,0.999980519,0,0
Q9ESZ8,sp|Q9ESZ8|GTF2I_MOUSE General transcription factor II-I OS=Mus musculus OX=10090 GN=Gtf2i PE=1 SV=3,25.959,4638,Q9ESZ8,Gtf2i,General transcription factor II-I,17.07574597,16.88711663,16.86739309,16.93643506,16.93358429,16.96706125,16.9265666,16.92039665,16.98523119,16.77251021,0.025701826,-0.107897404,0.159301056,16.9272041,0.426634667,-4.994104823,0.678374652,0.999980519,0,0
Q9ET01,"sp|Q9ET01|PYGL_MOUSE Glycogen phosphorylase, liver form OS=Mus musculus OX=10090 GN=Pygl PE=1 SV=4",10.015,4639,Q9ET01,Pygl,"Glycogen phosphorylase, liver form",14.42333262,14.2202334,13.82918816,13.72481411,14.07455458,14.05245694,13.66525147,13.62901185,13.80138039,14.47995903,0.12881264,-0.277984097,0.535609377,13.99001826,0.70366092,-4.895501472,0.497390501,0.999980519,0,0
Q9ET22,sp|Q9ET22|DPP2_MOUSE Dipeptidyl peptidase 2 OS=Mus musculus OX=10090 GN=Dpp7 PE=1 SV=2,5.2799,4640,Q9ET22,Dpp7,Dipeptidyl peptidase 2,11.99799509,10.92866596,10.64532053,11.52414342,11.55036407,10.01258386,10.56963413,10.53872094,11.40441509,10.00896087,0.822434837,0.126431143,1.518438532,10.9180804,2.625864817,-3.501609347,0.024956041,0.999980519,0,0
Q9ET30,sp|Q9ET30|TM9S3_MOUSE Transmembrane 9 superfamily member 3 OS=Mus musculus OX=10090 GN=Tm9sf3 PE=1 SV=1,2.6389,4641,Q9ET30,Tm9sf3,Transmembrane 9 superfamily member 3,13.64826057,13.80957909,14.0003352,13.48454724,13.64186668,13.54241383,13.9398419,13.67786943,13.84416086,13.4043037,0.035199815,-0.235492738,0.305892367,13.69931785,0.288852946,-5.025931559,0.778461921,0.999980519,0,0
Q9ET77,sp|Q9ET77|JPH3_MOUSE Junctophilin-3 OS=Mus musculus OX=10090 GN=Jph3 PE=1 SV=1,25.208,4643,Q9ET77,Jph3,Junctophilin-3,15.27800515,15.50119893,15.61226787,15.58972032,15.41442587,15.63130774,15.51988286,15.58725245,15.49165594,15.5717696,-0.081250088,-0.236336767,0.073836592,15.51974867,-1.161837681,-4.64615205,0.271366941,0.999980519,0,0
Q9ET80,sp|Q9ET80|JPH1_MOUSE Junctophilin-1 OS=Mus musculus OX=10090 GN=Jph1 PE=1 SV=1,10.54,4644,Q9ET80,Jph1,Junctophilin-1,16.16874546,16.3665665,16.50411736,16.23758803,15.86137407,16.04298664,16.40682543,16.2006944,16.02146725,16.57427958,-0.021572374,-0.331916261,0.288771513,16.23846447,-0.154467512,-5.0454057,0.880254521,0.999980519,0,0
Q9JHE7,sp|Q9JHE7|TSSC4_MOUSE U5 small nuclear ribonucleoprotein TSSC4 OS=Mus musculus OX=10090 GN=Tssc4 PE=1 SV=1,1.5719,4645,Q9JHE7,Tssc4,U5 small nuclear ribonucleoprotein TSSC4,9.278336254,NA,9.614418906,9.684498032,NA,NA,NA,9.547034086,9.600554416,9.470592214,-0.013642508,-0.308519384,0.281234367,9.532572318,-0.111730962,-4.912619264,0.91448811,0.999980519,0,0
Q9JHG6,sp|Q9JHG6|RCAN1_MOUSE Calcipressin-1 OS=Mus musculus OX=10090 GN=Rcan1 PE=1 SV=2,2.0426,4646,Q9JHG6,Rcan1,Calcipressin-1,13.67791384,13.00117974,13.58655357,13.21550808,13.08488695,13.0303047,13.12937107,13.29948818,13.58727949,13.31226078,0.041467591,-0.294803628,0.37773881,13.29247464,0.274032152,-5.0286432,0.789528842,0.999980519,0,0
Q9JHI5,"sp|Q9JHI5|IVD_MOUSE Isovaleryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Ivd PE=1 SV=1",58.924,4647,Q9JHI5,Ivd,"Isovaleryl-CoA dehydrogenase, mitochondrial",19.96806887,20.10546819,20.00311477,20.00446556,19.90524502,20.07607266,19.80501983,19.9808615,19.86534689,19.93915734,0.063980838,-0.076687823,0.2046495,19.96528206,1.008669033,-4.740021207,0.336109392,0.999980519,0,0
Q9JHI7,sp|Q9JHI7|EXOS9_MOUSE Exosome complex component RRP45 OS=Mus musculus OX=10090 GN=Exosc9 PE=1 SV=1,2.2282,4648,Q9JHI7,Exosc9,Exosome complex component RRP45,9.763289434,9.388727423,NA,11.35752508,9.553151431,NA,9.999020803,11.54436432,10.02063178,10.29192028,-0.448310954,-1.598773554,0.702151647,10.23982882,-0.894778107,-4.760556838,0.396405884,0.999980519,0,0
Q9JHK4,sp|Q9JHK4|PGTA_MOUSE Geranylgeranyl transferase type-2 subunit alpha OS=Mus musculus OX=10090 GN=Rabggta PE=1 SV=1,40.384,4649,Q9JHK4,Rabggta,Geranylgeranyl transferase type-2 subunit alpha,17.9566787,17.92316547,18.09060392,17.89129909,17.89607504,17.86479113,18.021412,17.91938894,17.91958903,18.05647606,-0.00476699,-0.136634086,0.127100107,17.95394794,-0.080168526,-5.051139232,0.937630678,0.999980519,0,0
Q9JHL1,sp|Q9JHL1|NHRF2_MOUSE Na(+)/H(+) exchange regulatory cofactor NHE-RF2 OS=Mus musculus OX=10090 GN=Nherf2 PE=1 SV=2,9.6931,4650,Q9JHL1,Nherf2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,12.86786043,13.23079153,12.89457527,13.55579398,13.51550929,13.73257283,13.25397745,13.40691329,13.22192282,12.8104324,-0.072257662,-0.492457086,0.347941761,13.24903493,-0.382129763,-5.005628953,0.710205337,0.999980519,0,0
Q9JHQ5,sp|Q9JHQ5|LZTL1_MOUSE Leucine zipper transcription factor-like protein 1 OS=Mus musculus OX=10090 GN=Lztfl1 PE=1 SV=1,54.237,4651,Q9JHQ5,Lztfl1,Leucine zipper transcription factor-like protein 1,16.6770526,16.62224797,16.50815397,16.4883671,16.6301593,16.72168634,16.58178718,16.59842245,16.67332745,16.65975894,-0.061800283,-0.184690624,0.061090059,16.61609633,-1.115241258,-4.675693471,0.289946406,0.999980519,0,0
Q9JHR7,sp|Q9JHR7|IDE_MOUSE Insulin-degrading enzyme OS=Mus musculus OX=10090 GN=Ide PE=1 SV=1,42.641,4652,Q9JHR7,Ide,Insulin-degrading enzyme,17.18205671,17.26577274,17.79165928,17.07457425,17.30590308,17.2093459,17.72988825,17.26519293,17.25145626,17.23683434,-0.014550325,-0.336294806,0.307194157,17.33126837,-0.100494892,-5.049928064,0.921899133,0.999980519,0,0
Q9JHR9,sp|Q9JHR9|NRIP2_MOUSE Nuclear receptor-interacting protein 2 OS=Mus musculus OX=10090 GN=Nrip2 PE=1 SV=2,7.549,4653,Q9JHR9,Nrip2,Nuclear receptor-interacting protein 2,12.91554063,13.57290906,13.55852281,13.24937184,13.13365312,13.67973934,13.52523966,13.42606358,13.25568388,13.52330847,-0.196007493,-0.491876233,0.099861247,13.38400324,-1.472163355,-4.431135291,0.171144459,0.999980519,0,0
Q9JHS4,"sp|Q9JHS4|CLPX_MOUSE ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Mus musculus OX=10090 GN=Clpx PE=1 SV=2",15.971,4654,Q9JHS4,Clpx,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",14.02187148,14.21408687,13.85668859,14.25322302,14.12849097,14.17413736,13.88015669,13.98408873,14.06147357,14.35150684,0.004599548,-0.223352066,0.232551161,14.09257241,0.044758118,-5.052593474,0.965152575,0.999980519,0,0
Q9JHS9,sp|Q9JHS9|CWC15_MOUSE Spliceosome-associated protein CWC15 homolog OS=Mus musculus OX=10090 GN=Cwc15 PE=1 SV=1,9.8116,4655,Q9JHS9,Cwc15,Spliceosome-associated protein CWC15 homolog,15.66419393,15.72053661,15.65579187,15.65240645,15.76327202,16.04103408,15.7197052,15.61432496,15.63525705,15.58720142,-0.028264367,-0.217166018,0.160637285,15.70537236,-0.331817755,-5.017301431,0.746641813,0.999980519,0,0
Q9JHU2,sp|Q9JHU2|PALMD_MOUSE Palmdelphin OS=Mus musculus OX=10090 GN=Palmd PE=1 SV=1,21.192,4656,Q9JHU2,Palmd,Palmdelphin,16.45104648,16.42486696,16.37938986,16.26568665,16.20963384,16.53179287,16.35122767,16.25364334,16.15851541,16.35165333,0.016758234,-0.157341854,0.190858322,16.33774564,0.21346436,-5.038309207,0.835106924,0.999980519,0,0
Q9JHU4,sp|Q9JHU4|DYHC1_MOUSE Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus OX=10090 GN=Dync1h1 PE=1 SV=2,323.31,4657,Q9JHU4,Dync1h1,Cytoplasmic dynein 1 heavy chain 1,23.94181804,24.0172489,23.96750003,23.99539843,24.08618319,23.93977515,23.99058173,24.03972364,24.11903926,23.9888917,-0.013972577,-0.129170965,0.101225811,24.00861601,-0.268983862,-5.029567943,0.793222766,0.999980519,0,0
Q9JHU9,sp|Q9JHU9|INO1_MOUSE Inositol-3-phosphate synthase 1 OS=Mus musculus OX=10090 GN=Isyna1 PE=1 SV=1,11.376,4658,Q9JHU9,Isyna1,Inositol-3-phosphate synthase 1,18.41501612,18.27728745,18.36572218,18.1967826,18.19673901,17.95026719,18.33265061,18.36268182,18.15909102,18.45241609,0.038888124,-0.173177325,0.250953573,18.27086541,0.406670992,-4.999451096,0.692523423,0.999980519,0,0
Q9JHW2,sp|Q9JHW2|NIT2_MOUSE Omega-amidase NIT2 OS=Mus musculus OX=10090 GN=Nit2 PE=1 SV=1,24.492,4659,Q9JHW2,Nit2,Omega-amidase NIT2,16.89715139,16.93534476,17.03750685,16.74315264,16.8370429,17.10946045,16.89183553,16.82622927,16.89937548,16.93015985,-0.04137241,-0.200248868,0.117504048,16.91072591,-0.577493879,-4.945962238,0.5759399,0.999980519,0,0
Q9JHW4,sp|Q9JHW4|SELB_MOUSE Selenocysteine-specific elongation factor OS=Mus musculus OX=10090 GN=Eefsec PE=1 SV=2,13.187,4660,Q9JHW4,Eefsec,Selenocysteine-specific elongation factor,14.82196204,14.49226836,15.00162028,14.81498513,14.82675975,14.825145,14.97675114,14.88327317,14.66423315,14.82576777,-0.043514934,-0.251363663,0.164333794,14.81327658,-0.464287591,-4.983360121,0.65204452,0.999980519,0,0
Q9JI11,sp|Q9JI11|STK4_MOUSE Serine/threonine-protein kinase 4 OS=Mus musculus OX=10090 GN=Stk4 PE=1 SV=1,7.366,4661,Q9JI11,Stk4,Serine/threonine-protein kinase 4,13.92725275,13.95243261,14.08719483,13.9350228,13.71487473,13.93219463,13.84534862,13.9385257,13.75994851,13.67689997,0.092772058,-0.082315456,0.267859572,13.87696951,1.175054829,-4.637624266,0.266270778,0.999980519,0,0
Q9JI18,sp|Q9JI18|LRP1B_MOUSE Low-density lipoprotein receptor-related protein 1B OS=Mus musculus OX=10090 GN=Lrp1b PE=1 SV=1,6.6615,4662,Q9JI18,Lrp1b,Low-density lipoprotein receptor-related protein 1B,13.57898345,14.00926946,13.97210542,13.98340502,13.82215092,14.24456733,14.04060367,13.91153316,14.17573548,13.98759177,-0.198823428,-0.413781929,0.016135073,13.97259457,-2.051204919,-3.97231601,0.066401652,0.999980519,0,0
Q9JI19,sp|Q9JI19|FIBP_MOUSE Acidic fibroblast growth factor intracellular-binding protein OS=Mus musculus OX=10090 GN=Fibp PE=1 SV=1,16.571,4663,Q9JI19,Fibp,Acidic fibroblast growth factor intracellular-binding protein,15.60889604,15.77981286,15.79223304,15.81870563,15.83517382,15.53157286,15.6244059,15.85229721,15.74803756,15.79145913,0.057409746,-0.105606571,0.220426063,15.73825941,0.780999333,-4.860529325,0.452278705,0.999980519,0,0
Q9JI39,"sp|Q9JI39|ABCBA_MOUSE ATP-binding cassette sub-family B member 10, mitochondrial OS=Mus musculus OX=10090 GN=Abcb10 PE=1 SV=1",7.5681,4664,Q9JI39,Abcb10,"ATP-binding cassette sub-family B member 10, mitochondrial",12.74890415,12.85355771,13.16876991,12.94672707,12.47885426,12.66895392,12.40803063,12.53580229,12.29187269,12.6468128,0.329068153,0.051889689,0.606246617,12.67482854,2.637234246,-3.491398596,0.024417163,0.999980519,0,0
Q9JI46,sp|Q9JI46|NUDT3_MOUSE Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Mus musculus OX=10090 GN=Nudt3 PE=1 SV=1,91.038,4665,Q9JI46,Nudt3,Diphosphoinositol polyphosphate phosphohydrolase 1,18.65854266,18.61770453,18.7443628,18.75999912,18.80395927,18.60134325,18.68756647,18.68879753,18.76834174,18.88837593,-0.009971307,-0.154056424,0.134113811,18.72189933,-0.153471972,-5.045516816,0.880974222,0.999980519,0,0
Q9JI59,sp|Q9JI59|JAM2_MOUSE Junctional adhesion molecule B OS=Mus musculus OX=10090 GN=Jam2 PE=1 SV=1,5.7135,4666,Q9JI59,Jam2,Junctional adhesion molecule B,12.91412331,12.71734569,13.0627437,12.78099303,12.83298749,12.88816089,13.25377791,13.18174236,12.98459646,13.28185409,-0.256387693,-0.465662154,-0.047113233,12.98983249,-2.716921312,-3.421959714,0.021043905,0.999980519,0,0
Q9JI75,sp|Q9JI75|NQO2_MOUSE Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Mus musculus OX=10090 GN=Nqo2 PE=1 SV=3,3.6764,4667,Q9JI75,Nqo2,Ribosyldihydronicotinamide dehydrogenase [quinone],11.74523621,11.52764826,12.07175435,11.63013729,11.54909061,11.22309444,11.10578401,11.7961377,11.43934054,11.86755385,0.218391236,-0.147607981,0.584390454,11.59557773,1.325981489,-4.536073545,0.213769025,0.999980519,0,0
Q9JI78,sp|Q9JI78|NGLY1_MOUSE Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Mus musculus OX=10090 GN=Ngly1 PE=1 SV=2,2.7113,4668,Q9JI78,Ngly1,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,10.71790353,10.98572424,10.52961855,10.43324284,10.47301869,11.3833583,10.78884093,11.25625081,NA,10.73408998,-0.412733431,-0.78774829,-0.037718572,10.81133865,-2.481408093,-3.691688017,0.034371994,0.999980519,0,0
Q9JI90,sp|Q9JI90|RNF14_MOUSE E3 ubiquitin-protein ligase RNF14 OS=Mus musculus OX=10090 GN=Rnf14 PE=1 SV=2,16.326,4669,Q9JI90,Rnf14,E3 ubiquitin-protein ligase RNF14,17.01354121,17.2256995,17.05386691,17.28208399,17.0769815,17.13120523,17.28148433,17.22555055,17.05602706,17.23919728,-0.056258266,-0.211672064,0.099155532,17.15856376,-0.802773241,-4.850085908,0.440132434,0.999980519,0,0
Q9JI91,sp|Q9JI91|ACTN2_MOUSE Alpha-actinin-2 OS=Mus musculus OX=10090 GN=Actn2 PE=1 SV=2,95.043,4670,Q9JI91,Actn2,Alpha-actinin-2,17.68399762,17.74165427,17.99358686,17.71726203,17.55771261,17.69458732,18.01801457,17.72030636,17.7730149,17.82781028,-0.067904008,-0.266058828,0.130250811,17.77279468,-0.759953271,-4.870393166,0.464224055,0.999980519,0,0
Q9JIA1,sp|Q9JIA1|LGI1_MOUSE Leucine-rich glioma-inactivated protein 1 OS=Mus musculus OX=10090 GN=Lgi1 PE=1 SV=1,59.982,4671,Q9JIA1,Lgi1,Leucine-rich glioma-inactivated protein 1,19.87692792,20.0217507,19.97021019,19.95267131,20.04817328,19.76634695,20.04461324,20.02730933,20.04922322,19.83008459,0.030431216,-0.126492778,0.187355211,19.95873107,0.430057054,-4.993163814,0.675961968,0.999980519,0,0
Q9JIA7,sp|Q9JIA7|SPHK2_MOUSE Sphingosine kinase 2 OS=Mus musculus OX=10090 GN=Sphk2 PE=1 SV=2,15.561,4672,Q9JIA7,Sphk2,Sphingosine kinase 2,10.84059399,10.9740863,11.88385513,11.63843625,11.1142855,10.53127056,11.09420458,9.452331404,10.91850193,11.0508484,0.680820058,-0.044071847,1.405711962,10.9498414,2.087091567,-3.944979296,0.062896682,0.999980519,0,0
Q9JIB4,sp|Q9JIB4|TF2H2_MOUSE General transcription factor IIH subunit 2 OS=Mus musculus OX=10090 GN=Gtf2h2 PE=1 SV=1,2.3413,4673,Q9JIB4,Gtf2h2,General transcription factor IIH subunit 2,10.14336426,10.5337793,10.44869813,9.879298676,10.37860147,10.86959439,10.06044411,10.4322402,9.90904899,10.60428871,-0.098374915,-0.523863563,0.327113733,10.32593582,-0.513781903,-4.9678448,0.618348967,0.999980519,0,0
Q9JIF0,sp|Q9JIF0|ANM1_MOUSE Protein arginine N-methyltransferase 1 OS=Mus musculus OX=10090 GN=Prmt1 PE=1 SV=1,22.875,4674,Q9JIF0,Prmt1,Protein arginine N-methyltransferase 1,18.55857246,18.41923133,18.4184404,18.34778218,18.41410507,18.27799027,18.44412317,18.40225253,18.61468923,18.38797762,0.006219724,-0.146585304,0.159024753,18.42851643,0.090267125,-5.050573614,0.929796247,0.999980519,0,0
Q9JIF7,sp|Q9JIF7|COPB_MOUSE Coatomer subunit beta OS=Mus musculus OX=10090 GN=Copb1 PE=1 SV=1,63.106,4675,Q9JIF7,Copb1,Coatomer subunit beta,18.18210086,18.0537517,18.2429393,18.2431001,18.09824177,17.96780029,18.18485021,18.09914032,18.22487532,18.21069153,0.026555213,-0.120662428,0.173772854,18.15074914,0.400024,-5.001176845,0.697262188,0.999980519,0,0
Q9JIG4,sp|Q9JIG4|PPR3F_MOUSE Protein phosphatase 1 regulatory subunit 3F OS=Mus musculus OX=10090 GN=Ppp1r3f PE=1 SV=3,4.4235,4676,Q9JIG4,Ppp1r3f,Protein phosphatase 1 regulatory subunit 3F,11.74080999,12.43537358,12.15448335,11.91346404,12.13112328,11.77207659,11.79927948,12.02368631,11.81357943,12.28125002,0.137076479,-0.174453868,0.448606826,12.00651261,0.977788651,-4.757640839,0.350797003,0.999980519,0,0
Q9JIG7,sp|Q9JIG7|CCD22_MOUSE Coiled-coil domain-containing protein 22 OS=Mus musculus OX=10090 GN=Ccdc22 PE=1 SV=1,23.737,4677,Q9JIG7,Ccdc22,Coiled-coil domain-containing protein 22,15.03576939,14.79070123,14.92575669,14.90033632,14.9962731,14.87071114,14.85414741,15.08548459,14.9145242,14.82735611,0.019322658,-0.130065661,0.168710977,14.92010602,0.286844375,-5.02633617,0.779886233,0.999980519,0,0
Q9JIG8,sp|Q9JIG8|PRAF2_MOUSE PRA1 family protein 2 OS=Mus musculus OX=10090 GN=Praf2 PE=1 SV=1,19.676,4678,Q9JIG8,Praf2,PRA1 family protein 2,17.1357219,17.27147915,17.2214352,16.79868867,17.2086867,16.95838554,17.05831487,17.10771379,16.98921642,17.05405084,0.093666031,-0.100141961,0.287474023,17.08036931,1.071782231,-4.702485481,0.308148303,0.999980519,0,0
Q9JII5,sp|Q9JII5|DAZP1_MOUSE DAZ-associated protein 1 OS=Mus musculus OX=10090 GN=Dazap1 PE=1 SV=2,21.31,4679,Q9JII5,Dazap1,DAZ-associated protein 1,14.98718838,15.43485618,14.99853974,15.38355933,15.16868114,15.42430396,15.05952439,15.28356028,15.22233178,14.52140514,0.092339849,-0.276467298,0.461146995,15.14839503,0.556380936,-4.953400996,0.589945915,0.999980519,0,0
Q9JII6,sp|Q9JII6|AK1A1_MOUSE Aldo-keto reductase family 1 member A1 OS=Mus musculus OX=10090 GN=Akr1a1 PE=1 SV=3,81.071,4680,Q9JII6,Akr1a1,Aldo-keto reductase family 1 member A1,20.61704498,20.71685682,20.69549328,20.7116695,20.68533995,20.72826794,20.72111015,20.68659188,20.71531764,20.84693546,-0.054363707,-0.162154091,0.053426676,20.71246276,-1.118472125,-4.673671948,0.28862708,0.999980519,0,0
Q9JIK5,sp|Q9JIK5|DDX21_MOUSE Nucleolar RNA helicase 2 OS=Mus musculus OX=10090 GN=Ddx21 PE=1 SV=3,3.9462,4681,Q9JIK5,Ddx21,Nucleolar RNA helicase 2,12.8369265,12.85755131,12.67174922,12.49221965,12.61605117,12.5794626,12.89784478,12.93266482,13.29701443,12.89262157,-0.225022068,-0.499736555,0.049692419,12.8074106,-1.819557928,-4.162465411,0.09817544,0.999980519,0,0
Q9JIK9,sp|Q9JIK9|RT34_MOUSE Small ribosomal subunit protein mS34 OS=Mus musculus OX=10090 GN=Mrps34 PE=1 SV=1,6.5527,4682,Q9JIK9,Mrps34,Small ribosomal subunit protein mS34,13.59183746,13.82021568,13.44132694,14.07643988,13.73529723,13.67475926,13.85222696,14.11144953,13.72833213,14.03697593,-0.147725323,-0.429843902,0.134393256,13.8068861,-1.163468175,-4.645073346,0.271108304,0.999980519,0,0
Q9JIS5,sp|Q9JIS5|SV2A_MOUSE Synaptic vesicle glycoprotein 2A OS=Mus musculus OX=10090 GN=Sv2a PE=1 SV=1,115.35,4683,Q9JIS5,Sv2a,Synaptic vesicle glycoprotein 2A,21.44232292,21.53968074,21.55700651,21.527486,21.35114484,21.32134098,21.65603381,21.5185335,21.41501625,21.47975344,0.005392608,-0.152263558,0.163048773,21.4808319,0.075854959,-5.051360439,0.940979287,0.999980519,0,0
